codigo,nombre,descripcion,marca,modelo,ubicacion,medida,stock,unidaddemedida,precioalpublico
COD480,CINCEL PLANO 1/4X5,,TRUPER                   ,12100,,0,1,UNIDAD,S/ 5.00
COD481,CINCEL PLANO 3/4X10,,TRUPER                   ,12145,,0,0,UNIDAD,S/ 14.00
COD482,CINCEL PLANO 3/4X10 CON PROTECTOR,,TRUPER                   ,12275,,0,22,UNIDAD,S/ 18.00
COD483,CINCEL PLANO 3/4X12,,TRUPER                   ,12148,,0,8,UNIDAD,S/ 16.00
COD484,CINCEL PLANO 3/4X6,,TRUPER                   ,12139,,0,10,UNIDAD,S/ 11.00
COD485,CINCEL PLANO 3/4X8,,TRUPER                   ,12142,,0,0,UNIDAD,S/ 13.00
COD486,CINCEL PLANO 3/4X8 CON PROTECTOR,,TRUPER                   ,12278,,0,0,UNIDAD,S/ 17.00
COD487,CINCEL PLANO 3/8X10,,TRUPER                   ,12112,,0,10,UNIDAD,S/ 9.00
COD488,CINCEL PLANO 3/8X6,,TRUPER                   ,12106,,0,15,UNIDAD,S/ 7.00
COD489,CINCEL PLANO 3/8X8,,TRUPER                   ,12109,,0,14,UNIDAD,S/ 8.00
COD490,CINCEL PLANO 5/16X6,,TRUPER                   ,12103,,0,5,UNIDAD,S/ 6.00
COD491,CINCEL PLANO 5/8X10,,TRUPER                   ,12133,,0,6,UNIDAD,S/ 12.00
COD492,CINCEL PLANO 5/8X6,,TRUPER                   ,12127,,0,2,UNIDAD,S/ 7.00
COD493,CINCEL PLANO 5/8X8,,TRUPER                   ,12130,,0,0,UNIDAD,S/ 10.00
COD494,CINCEL PLANO 7/8 10,,TRUPER                   ,12154,,0,2,UNIDAD,S/ 15.00
COD495,CINCEL PLANO 7/8 12,,TRUPER                   ,12157,,0,2,UNIDAD,S/ 17.00
COD496,CINCEL PLANO 7/8X12 CON PROTECTOR,,TRUPER                   ,12175,,0,1,UNIDAD,S/ 28.00
COD497,CINCEL PLANO CON PROTECTOR 3/4X12,,TRUPER                   ,12172,,0,0,UNIDAD,S/ 15.00
COD498,CINCEL PLANO SDS MAX,,TRUPER                   ,101237,,0,12,UNIDAD,S/ 34.00
COD499,CINCEL PLANO SDS MAX PARA MAYOLICA,,TRUPER                   ,101238,,0,6,UNIDAD,S/ 36.00
COD500,CINCEL PLANO SDS PLUS,,TRUPER                   ,12096,,0,24,UNIDAD,S/ 11.00
COD501,CINCEL PLANO SDS PLUS ANCHO,42MM DE ANCHO,TRUPER                   ,12097,,0,6,UNIDAD,S/ 15.00
COD502,CINCEL PLANO SDS PLUS PARA MAYOLICA,,TRUPER                   ,13925,,0,5,UNIDAD,S/ 24.00
COD503,CINCEL PUNTA 3/4X30CM,,TRUPER                   ,13050,,0,1,UNIDAD,S/ 12.00
COD504,CINCEL PUNTA SDS MAX,,TRUPER                   ,101236,,0,13,UNIDAD,S/ 36.00
COD505,CINCEL PUNTA SDS PLUS,,TRUPER                   ,12095,,0,24,UNIDAD,S/ 11.00
COD506,CINCEL SDS PLUS HUECO,,TRUPER                   ,13927,,0,9,UNIDAD,S/ 22.00
COD507,CINTA AISLANTE AMARILLO,,TRUPER                   ,12503,,0,17,UNIDAD,S/ 3.50
COD508,CINTA AISLANTE BLANCO,,TRUPER                   ,12506,,0,-3,UNIDAD,S/ 4.00
COD509,CINTA AISLANTE GRANDE AZUL,,TRUPER                   ,12505,,0,0,UNIDAD,S/ 3.50
COD510,CINTA AISLANTE GRIS,,TRUPER                   ,12507,,0,0,UNIDAD,S/ 3.50
COD511,CINTA AISLANTE ROJO,,TRUPER                   ,12504,,0,-4,UNIDAD,S/ 3.50
COD512,CINTA AISLANTE VERDE,,TRUPER                   ,12502,,0,0,UNIDAD,S/ 3.50
COD513,CINTA ANTIDERRAPANTE 5MTX25MM,,TRUPER                   ,12542,,0,11,UNIDAD,S/ 14.50
COD514,CINTA ANTIDERRAPANTE 5MTX50MM,,TRUPER                   ,12532,,0,2,UNIDAD,S/ 30.00
COD515,CINTA DE SEGURIDAD AMARILLO 100M,,TRUPER                   ,12578,,0,-1,UNIDAD,S/ 13.00
COD516,CINTA DE SEGURIDAD PELIGRO AMARILLO 305MT,,TRUPER                   ,12579,,0,-11,ROLLO,S/ 22.00
COD517,CINTA DE SEGURIDAD PELIGRO ROJO 3X304.8MT,,TRUPER                   ,12585,,0,23,ROLLO,S/ 22.00
COD518,CINTA DELIMITADORA NEGRO/AMARILLO 2X33M,,TRUPER                   ,12597,,0,29,UNIDAD,S/ 16.00
COD519,CINTA DOBLE CONTACTO 1.5MTX19MM,,TRUPER                   ,11724,,0,8,UNIDAD,S/ 4.50
COD520,CINTA DOBLE CONTACTO 10MTX19MM,,TRUPER                   ,11726,,0,57,UNIDAD,S/ 17.00
COD521,CINTA DOBLE CONTACTO 10MTX25MM,,TRUPER                   ,11728,,0,32,UNIDAD,S/ 20.00
COD522,CINTA DOBLE CONTACTO 5MTX19MM,,TRUPER                   ,11725,,0,-1,UNIDAD,S/ 9.00
COD523,CINTA DOBLE CONTACTO 5MTX25MM,,TRUPER                   ,11727,,0,2,UNIDAD,S/ 11.00
COD524,CINTA MASKING 2X50M,,TRUPER                   ,12593,,0,-4,UNIDAD,S/ 8.00
COD525,CINTA PARA DUCTO 10MT,,TRUPER                   ,12586,,0,44,UNIDAD,S/ 5.00
COD526,CINTA PARA DUCTO 2X50MT,,TRUPER                   ,12588,,0,28,UNIDAD,S/ 23.00
COD527,CINTA PARA DUCTO 2X50MT ALTAS TEMPERATURAS,,TRUPER                   ,10944,,0,0,UNIDAD,S/ 26.00
COD528,CINTA PARA DUCTO 30M,,TRUPER                   ,12587,,0,43,UNIDAD,S/ 14.00
COD529,CINTA PRECAUCION AMARILLO 3X304.8MT,ROLLO 300MT,TRUPER                   ,12583,,0,19,ROLLO,S/ 22.00
COD530,CINTA REFLECTIVA ROJO Y BLANCO 2 X 9 METROS,,TRUPER                   ,101683,,0,8,ROLLO,S/ 85.00
COD531,"CINTURON PORTA HERRAMIENTA DE CARNAZA, 9 COMPARTIMIENTOS",,TRUPER                   ,11534,,0,8,UNIDAD,S/ 40.00
COD532,CIZALLA 12,,TRUPER                   ,12830,,0,5,UNIDAD,S/ 50.00
COD533,CIZALLA 12 (REPUESTO),,TRUPER                   ,12836,,0,6,UNIDAD,S/ 25.00
COD534,CIZALLA 14,,TRUPER                   ,12831,,0,6,UNIDAD,S/ 56.00
COD535,CIZALLA 18,,TRUPER                   ,12832,,0,5,UNIDAD,S/ 70.00
COD536,CIZALLA 24,,TRUPER                   ,12833,,0,-1,UNIDAD,S/ 115.00
COD537,CIZALLA 36,,TRUPER                   ,12835,,0,0,UNIDAD,S/ 145.00
COD538,CIZALLA DE BANCO PARA FIERRO HASTA 3/4,,TRUPER                   ,12814,,0,0,UNIDAD,"S/ 1,250.00"
COD539,CLAVADORA ENGRAPADORA NEUMATICA C-18 75-110 PSI,"CLAVO 3/8 - 2
GRAMPA 1/2 - 1 5/8",TRUPER                   ,100779,,0,4,UNIDAD,S/ 170.00
COD540,CLAVADORA NEUMATICA CALIBRE 16 - 1 A 2 1/2,,TRUPER                   ,13181,,0,7,UNIDAD,S/ 350.00
COD541,"CLAVADORA NEUMATICA CALIBRE 18, 3/8 A 2",,TRUPER                   ,13180,,0,3,UNIDAD,S/ 160.00
COD542,CLAVO 1 1/2 CALIBRE 16,,TRUPER                   ,15013,,0,0,CAJA,S/ 32.00
COD543,CLAVO 1 1/4 CALIBRE 16,,TRUPER                   ,15012,,0,0,CAJA,S/ 34.00
COD544,CLAVO 1 1/4 CALIBRE 18,,TRUPER                   ,18265,,0,18,CAJA,S/ 27.00
COD545,CLAVO 1 3/16 CALIBRE 18,,TRUPER                   ,18264,,0,6,CAJA,S/ 25.00
COD546,CLAVO 1 3/4 CALIBRE 18,,TRUPER                   ,18268,,0,16,CAJA,S/ 40.00
COD547,CLAVO 1 3/8 CALIBRE 18,,TRUPER                   ,18266,,0,16,CAJA,S/ 29.00
COD548,CLAVO 1 5/8 CALIBRE 18,,TRUPER                   ,18267,,0,7,CAJA,S/ 34.00
COD549,CLAVO 1 CALIBRE 16,,TRUPER                   ,15010,,0,0,CAJA,S/ 30.00
COD550,CLAVO 1 CALIBRE 18,,TRUPER                   ,18263,,0,23,CAJA,S/ 22.00
COD551,CLAVO 1 CALIBRE 23,,TRUPER                   ,13407,,0,5,CAJA,S/ 26.00
COD552,CLAVO 2 CALIBRE 18,,TRUPER                   ,18269,,0,9,CAJA,S/ 41.00
COD553,CLAVO 3/4 CALIBRE 18 CLAVADORA NEUMATICA,,TRUPER                   ,18262,,0,19,CAJA,S/ 18.00
COD554,CLAVO 3/4 CALIBRE 23,,TRUPER                   ,13404,,0,7,CAJA,S/ 20.00
COD555,CLAVO 3/8 CALIBRE 18,,TRUPER                   ,18260,,0,7,CAJA,S/ 10.00
COD556,CLAVO 5/8 CALIBRE 18,,TRUPER                   ,18261,,0,5,CAJA,S/ 14.00
COD557,COMBA 10LB FIBRA DE VIDRIO,,TRUPER                   ,16540,,0,4,UNIDAD,S/ 84.00
COD558,COMBA 10LB MANGO MADERA,,TRUPER                   ,16512,,0,6,UNIDAD,S/ 86.00
COD559,COMBA 12LB FIBRA DE VIDRIO,,TRUPER                   ,16542,,0,5,UNIDAD,S/ 98.00
COD560,COMBA 12LB MANGO MADERA,,TRUPER                   ,16513,,0,5,UNIDAD,S/ 103.00
COD561,COMBA 14LB MANGO MADERA,,TRUPER                   ,16514,,0,5,UNIDAD,S/ 150.00
COD562,COMBA 16LB FIBRA DE VIDRIO,,TRUPER                   ,16546,,0,5,UNIDAD,S/ 140.00
COD563,COMBA 16LB MANGO MADERA,,TRUPER                   ,16515,,0,5,UNIDAD,S/ 145.00
COD564,COMBA 2.5LB,,TRUPER                   ,17045,,0,3,UNIDAD,S/ 32.00
COD565,COMBA 20LB MANGO MADERA,,TRUPER                   ,16516,,0,4,UNIDAD,S/ 175.00
COD566,COMBA 2LB MANGO MADERA,,TRUPER                   ,16506,,0,7,UNIDAD,S/ 25.00
COD567,COMBA 2LB SIN MANGO,,TRUPER                   ,10578,,0,7,UNIDAD,S/ 15.00
COD568,COMBA 3LB FIBRA DE VIDRIO,,TRUPER                   ,19883,,0,3,UNIDAD,S/ 35.00
COD569,COMBA 3LB MANGO MADERA,,TRUPER                   ,16507,,0,12,UNIDAD,S/ 29.00
COD570,COMBA 3LB SIN MANGO,,TRUPER                   ,10649,,0,8,UNIDAD,S/ 20.00
COD571,COMBA 4LB FIBRA DE VIDRIO,,TRUPER                   ,16536,,0,9,UNIDAD,S/ 36.00
COD572,COMBA 4LB MANGO MADERA,,TRUPER                   ,16508,,0,6,UNIDAD,S/ 36.00
COD573,COMBA 4LB SIN MANGO,,TRUPER                   ,10579,,0,0,UNIDAD,S/ 20.00
COD574,COMBA 6LB FIBRA DE VIDRIO,,TRUPER                   ,19884,,0,4,UNIDAD,S/ 56.00
COD575,COMBA 6LB MANGO MADERA,,TRUPER                   ,16509,,0,6,UNIDAD,S/ 58.00
COD576,COMBA 6LB SIN MANGO,,TRUPER                   ,10584,,0,0,UNIDAD,S/ 32.00
COD577,COMBA 8LB FIBRA DE VIDRIO,,TRUPER                   ,16538,,0,4,UNIDAD,S/ 72.00
COD578,COMBA 8LB MANGO MADERA,,TRUPER                   ,16511,,0,7,UNIDAD,S/ 75.00
COD579,COMBA DE GOMA 16OZ BLANCO,,TRUPER                   ,16931,,0,11,UNIDAD,S/ 19.00
COD580,COMBA DE GOMA 24OZ BLANCO,,TRUPER                   ,16932,,0,7,UNIDAD,S/ 27.00
COD581,COMPRENSOR PARA RESORTE DE VALVULA CON CABEZA,,TRUPER                   ,14524,,0,0,UNIDAD,S/ 97.00
COD582,COMPRENSOR PARA RESORTES DE VALVULA 10,,TRUPER                   ,14528,,0,2,UNIDAD,S/ 210.00
COD583,COMPRENSORA 120LT 3HP-4HP VERTICAL,,TRUPER                   ,102131,,0,1,UNIDAD,"S/ 2,150.00"
COD584,COMPRENSORA 240LT 3HP-4HP VERTICAL,,TRUPER                   ,19366,,0,2,UNIDAD,"S/ 3,150.00"
COD585,COMPRENSORA 25LT 3HP,,TRUPER                   ,11836,,0,2,UNIDAD,S/ 640.00
COD586,COMPRENSORA 3HP 1500W 24L,,TRUPER                   ,19363,,0,2,UNIDAD,S/ 500.00
COD587,COMPRENSORA 50L PARADA 3.5HP,,TRUPER                   ,102117,,0,1,UNIDAD,S/ 940.00
COD588,COMPRENSORA 50LT 2.5HP-3.5HP,,TRUPER                   ,11837,,0,5,UNIDAD,S/ 750.00
COD589,COMPRENSORA 80L PARADA 3.5HP,,TRUPER                   ,102116,,0,1,UNIDAD,"S/ 1,080.00"
COD590,COMPRESOR DE ANILLO 3,"ABERTURA 2 1/8"" - 5""",TRUPER                   ,14536,,0,6,UNIDAD,S/ 41.00
COD591,COMPRESOR DE ANILLO 70-160 MM,,TRUPER                   ,14522,,0,9,UNIDAD,S/ 44.00
COD592,CONECTOR RAPIDO 1/4 HEMBRA,,TRUPER                   ,19082,,0,112,UNIDAD,S/ 5.00
COD593,CONECTOR RAPIDO 1/4 MACHO BRONCE,,TRUPER                   ,19083,,0,53,UNIDAD,S/ 5.00
COD594,CONECTOR RAPIDO 4PCS PVC RIEGO,,TRUPER                   ,12728,,0,20,JUEGO,S/ 14.00
COD595,CONECTOR RAPIDO HEMBRA 3/4 LATON,,TRUPER                   ,101596,,0,19,UNIDAD,S/ 6.00
COD596,CONECTOR RAPIDO HEMBRA PARA RIEGO PVC,,TRUPER                   ,12727,,0,174,UNIDAD,S/ 2.00
COD597,CONECTOR RAPIDO MACHO 3/4 LATON,,TRUPER                   ,101597,,0,19,UNIDAD,S/ 5.50
COD598,CONECTOR RAPIDO MACHO PARA RIEGO PVC,,TRUPER                   ,12726,,0,72,UNIDAD,S/ 2.00
COD599,CONO DE SEGURIDAD 18,,TRUPER                   ,13120,,0,0,UNIDAD,S/ 23.00
COD600,COPA TRENZADA 4,,TRUPER                   ,17527,,0,0,UNIDAD,S/ 26.00
COD601,COPA TRENZADA 5,,TRUPER                   ,11542,,0,0,UNIDAD,S/ 24.00
COD602,CORREA DE CUERO - POSICIONAMIENTO T44,,TRUPER                   ,14652,,0,3,UNIDAD,S/ 165.00
COD603,CORTADOR DE CABLE Y ALAMBRE 18,,TRUPER                   ,101098,,0,2,UNIDAD,S/ 110.00
COD604,CORTADOR DE CABLE Y ALAMBRE 8,,TRUPER                   ,101097,,0,2,UNIDAD,S/ 54.00
COD605,CORTADOR DE TUBO 1 5/8,,TRUPER                   ,12860,,0,2,UNIDAD,S/ 25.00
COD606,CORTADOR DE TUBO 1/8 - 5/8,,TRUPER                   ,12850,,0,1,UNIDAD,S/ 18.00
COD607,CORTADOR DE TUBO 1/8 A 2,,TRUPER                   ,12855,,0,0,UNIDAD,S/ 135.00
COD608,CORTADOR DE TUBO 2 1/2 ACERO,,TRUPER                   ,12867,,0,3,UNIDAD,S/ 75.00
COD609,CORTADOR DE TUBO DE COBRE 1/8-1 1/4,,TRUPER                   ,12856,,0,4,UNIDAD,S/ 40.00
COD610,CORTADOR DE TUBO DE COBRE 1/8-1 1/8,,TRUPER                   ,12853,,0,4,UNIDAD,S/ 38.00
COD611,CORTADOR DE TUBO DE COBRE 3/16 - 2,,TRUPER                   ,12859,,0,-2,UNIDAD,S/ 57.00
COD612,CORTADOR DE TUBO Y AVELLANADOR 3PCS,3/16-1/4-5/16-3/8-7/16-1/2-5/8,TRUPER                   ,12871,,0,2,JUEGO,S/ 115.00
COD613,CORTADOR PARA MAYOLICA 120CM,,TRUPER                   ,11775,,0,0,UNIDAD,"S/ 1,050.00"
COD614,CORTADOR PARA MAYOLICA 60CM,,TRUPER                   ,16781,,0,3,UNIDAD,S/ 220.00
COD615,CORTADOR PARA MAYOLICA 60CM CON RODAJE,,TRUPER                   ,12931,,0,1,UNIDAD,S/ 245.00
COD616,CUCHARA CON MANGO PARA JARDIN 6,,TRUPER                   ,15020,,0,4,UNIDAD,S/ 6.00
COD617,CUCHILLA DE REPUESTO PARA CORTADOR DE TUBO 2PCS,,TRUPER                   ,12862,,0,5,JUEGO,S/ 7.00
COD618,CUCHILLA DE VUELTA  9,,TRUPER                   ,12059,,0,3,UNIDAD,S/ 30.00
COD619,CUCHILLA DE VUELTA 9 RECTO,,TRUPER                   ,12058,,0,6,UNIDAD,S/ 30.00
COD620,CUCHILLA PARA CEPILLO CARPINTERO 1 5/8,,TRUPER                   ,12028,,0,13,UNIDAD,S/ 9.00
COD621,CUCHILLA PARA CORTADOR DE TUBO,,TRUPER                   ,12864,,0,1,UNIDAD,S/ 24.00
COD622,CUCHILLAS DE REPUESTO 5PCS,,TRUPER                   ,16953,,0,10,UNIDAD,S/ 4.00
COD623,CUCHILLAS DE REPUESTO PARA CUTER 9MM DELGADO,,TRUPER                   ,16962,,0,180,JUEGO,S/ 3.50
COD624,CUCHILLAS PARA CUTER 18MM 10PCS,,TRUPER                   ,16965,,0,68,JUEGO,S/ 5.00
COD625,CUCHILLO PARA LINOLEO,,TRUPER                   ,17002,,0,65,UNIDAD,S/ 8.00
COD626,CUCHILLO PARA LINOLEO,,TRUPER                   ,14462,,0,35,UNIDAD,S/ 11.00
COD627,CUTER 1/2,,TRUPER                   ,16971,,0,0,UNIDAD,S/ 7.00
COD628,CUTER 18MM,,TRUPER                   ,16977,,0,81,UNIDAD,S/ 10.00
COD629,CUTER 18MM EXPERT,,TRUPER                   ,16976,,0,14,UNIDAD,S/ 34.00
COD630,CUTER 9MM DELGADO,,TRUPER                   ,16968,,0,27,UNIDAD,S/ 4.50
COD631,DADO 1/2X10 POLIGONAL,,TRUPER                   ,13524,,0,-1,JUEGO,S/ 7.00
COD632,DADO 1/2X10MM HEXAGONAL,,TRUPER                   ,13260,,0,24,UNIDAD,S/ 7.00
COD633,DADO 1/2X11MM HEXAGONAL,,TRUPER                   ,13261,,0,14,UNIDAD,S/ 6.00
COD634,DADO 1/2X11MM POLIGONAL,,TRUPER                   ,13525,,0,3,JUEGO,S/ 7.00
COD635,DADO 1/2X12MM HEXAGONAL,,TRUPER                   ,13262,,0,29,UNIDAD,S/ 6.50
COD636,DADO 1/2X13/16 POLIGONAL,,TRUPER                   ,13307,,0,0,UNIDAD,S/ 6.00
COD637,DADO 1/2X13MM HEXAGONAL,,TRUPER                   ,13263,,0,22,UNIDAD,S/ 6.50
COD638,DADO 1/2X14MM HEXAGONAL,,TRUPER                   ,13264,,0,24,UNIDAD,S/ 6.50
COD639,DADO 1/2X15/16 HEXAGONAL,,TRUPER                   ,13332,,0,0,UNIDAD,S/ 15.00
COD640,DADO 1/2X16MM HEXAGONAL,,TRUPER                   ,13266,,0,28,UNIDAD,S/ 7.00
COD641,DADO 1/2X16MM POLIGONAL,,TRUPER                   ,13530,,0,2,JUEGO,S/ 7.00
COD642,DADO 1/2X17MM HEXAGONAL,,TRUPER                   ,13267,,0,-2,UNIDAD,S/ 6.00
COD643,DADO 1/2X17MM POLIGONAL,,TRUPER                   ,13531,,0,7,JUEGO,S/ 7.00
COD644,DADO 1/2X18MM HEXAGONAL,,TRUPER                   ,13268,,0,26,UNIDAD,S/ 7.50
COD645,DADO 1/2X18PCS HEXAGONAL,MALETA METALICANARANJA,TRUPER                   ,13936,,0,2,JUEGO,S/ 338.00
COD646,DADO 1/2X19MM HEXAGONAL,,TRUPER                   ,13269,,0,20,UNIDAD,S/ 8.00
COD647,DADO 1/2X19MM POLIGONAL,,TRUPER                   ,13533,,0,0,JUEGO,S/ 8.00
COD648,DADO 1/2X20MM HEXAGONAL,,TRUPER                   ,13270,,0,23,UNIDAD,S/ 6.00
COD649,DADO 1/2X20MM POLIGONAL,,TRUPER                   ,13534,,0,6,JUEGO,S/ 9.00
COD650,DADO 1/2X21MM HEXAGONAL,,TRUPER                   ,13271,,0,0,UNIDAD,S/ 6.00
COD651,DADO 1/2X21MM POLIGONAL,,TRUPER                   ,13535,,0,0,JUEGO,S/ 9.00
COD652,DADO 1/2X22MM HEXAGONAL,,TRUPER                   ,13272,,0,18,UNIDAD,S/ 10.00
COD653,DADO 1/2X23MM HEXAGONAL,,TRUPER                   ,13273,,0,10,UNIDAD,S/ 10.00
COD654,DADO 1/2X24MM HEXAGONAL,,TRUPER                   ,13274,,0,10,UNIDAD,S/ 10.00
COD655,DADO 1/2X24MM POLIGONAL,,TRUPER                   ,13538,,0,0,JUEGO,S/ 10.00
COD656,DADO 1/2X25MM HEXAGONAL,,TRUPER                   ,13275,,0,7,UNIDAD,S/ 11.00
COD657,DADO 1/2X25MM POLIGONAL,,TRUPER                   ,13539,,0,3,UNIDAD,S/ 11.00
COD658,DADO 1/2X25PCS,,TRUPER                   ,13938,,0,5,JUEGO,S/ 365.00
COD659,DADO 1/2X26MM HEXAGONAL,,TRUPER                   ,101006,,0,0,UNIDAD,S/ 11.00
COD660,DADO 1/2X26MM POLIGONAL,,TRUPER                   ,13540,,0,3,JUEGO,S/ 12.00
COD661,DADO 1/2X27MM HEXAGONAL,,TRUPER                   ,101007,,0,1,UNIDAD,S/ 12.00
COD662,DADO 1/2X27MM POLIGONAL,,TRUPER                   ,13541,,0,0,UNIDAD,S/ 9.00
COD663,DADO 1/2X28MM POLIGONAL,,TRUPER                   ,13542,,0,12,UNIDAD,S/ 14.00
COD664,DADO 1/2X29MM POLIGONAL,,TRUPER                   ,13543,,0,13,JUEGO,S/ 15.00
COD665,DADO 1/2X30MM POLIGONAL,,TRUPER                   ,13544,,0,8,UNIDAD,S/ 15.00
COD666,DADO 1/2X32MM POLIGONAL,,TRUPER                   ,13545,,0,12,UNIDAD,S/ 17.00
COD667,DADO 1/2X42PCS MM Y PP,,TRUPER                   ,13940,,0,0,JUEGO,S/ 580.00
COD668,DADO 1/2X5/16 POLIGONAL,,TRUPER                   ,13299,,0,0,UNIDAD,S/ 5.00
COD669,DADO 1/2X5/8 PARA BUJIA,,TRUPER                   ,13365,,0,6,UNIDAD,S/ 10.00
COD670,DADO 1/2X7/8 HEXAGONAL,,TRUPER                   ,13331,,0,0,UNIDAD,S/ 14.00
COD671,DADO 1/2X7PCS TORX MACHO,,TRUPER                   ,13928,,0,4,JUEGO,S/ 95.00
COD672,DADO 1/2X9/16 POLIGONAL,,TRUPER                   ,13303,,0,0,UNIDAD,S/ 5.00
COD673,DADO 1/2X9MM POLIGONAL,,TRUPER                   ,13523,,0,3,JUEGO,S/ 7.00
COD674,DADO 1/4X10MM HEXAGONAL,,TRUPER                   ,13172,,0,13,UNIDAD,S/ 4.00
COD675,DADO 1/4X11MM HEXAGONAL,,TRUPER                   ,13173,,0,7,UNIDAD,S/ 4.00
COD676,DADO 1/4X12MM HEXAGONAL,,TRUPER                   ,13174,,0,11,UNIDAD,S/ 4.00
COD677,DADO 1/4X13MM HEXAGONAL,,TRUPER                   ,13175,,0,12,UNIDAD,S/ 4.00
COD678,DADO 1/4X21PCS MM,,TRUPER                   ,13981,,0,10,UNIDAD,S/ 165.00
COD679,DADO 1/4X21PCS PULGADAS,,TRUPER                   ,13980,,0,0,JUEGO,S/ 165.00
COD680,DADO 1/4X3/16 HEXAGONAL,,TRUPER                   ,13154,,0,0,UNIDAD,S/ 3.50
COD681,DADO 1/4X4MM HEXAGONAL,,TRUPER                   ,13166,,0,0,UNIDAD,S/ 3.50
COD682,DADO 1/4X5MM HEXAGONAL,,TRUPER                   ,13167,,0,5,UNIDAD,S/ 3.50
COD683,DADO 1/4X6MM HEXAGONAL,,TRUPER                   ,13168,,0,24,UNIDAD,S/ 4.00
COD684,DADO 1/4X7MM,,TRUPER                   ,13169,,0,-2,UNIDAD,S/ 4.00
COD685,DADO 1/4X8MM HEXAGONAL,,TRUPER                   ,13170,,0,13,UNIDAD,S/ 4.00
COD686,DADO 1/4X9MM HEXAGONAL,,TRUPER                   ,13171,,0,12,UNIDAD,S/ 4.00
COD687,DADO 3/4X24MM HEXAGONAL,,TRUPER                   ,14971,,0,0,UNIDAD,S/ 29.00
COD688,DADO 3/4X25MM HEXAGONAL,,TRUPER                   ,14973,,0,13,UNIDAD,S/ 28.00
COD689,DADO 3/4X27MM HEXAGONAL,,TRUPER                   ,14975,,0,0,UNIDAD,S/ 28.00
COD690,DADO 3/4X28MM HEXAGONAL,,TRUPER                   ,14977,,0,6,UNIDAD,S/ 29.00
COD691,DADO 3/4X30MM HEXAGONAL,,TRUPER                   ,14979,,0,5,UNIDAD,S/ 30.00
COD692,DADO 3/4X32MM HEXAGONAL,,TRUPER                   ,14981,,0,1,UNIDAD,S/ 33.00
COD693,DADO 3/4X34MM HEXAGONAL,,TRUPER                   ,14985,,0,0,UNIDAD,S/ 45.00
COD694,DADO 3/4X36MM HEXAGONAL,,TRUPER                   ,14987,,0,1,UNIDAD,S/ 50.00
COD695,DADO 3/8X10 HEXAGONAL,,TRUPER                   ,13674,,0,1,UNIDAD,S/ 4.00
COD696,DADO 3/8X12MM HEXAGONAL,,TRUPER                   ,13676,,0,0,UNIDAD,S/ 5.00
COD697,DADO 3/8X13MM HEXAGONAL,,TRUPER                   ,13677,,0,2,UNIDAD,S/ 4.00
COD698,DADO 3/8X13MM POLIGONAL,,TRUPER                   ,13633,,0,-3,UNIDAD,S/ 6.00
COD699,DADO 3/8X14MM HEXAGONAL,,TRUPER                   ,13678,,0,0,UNIDAD,S/ 4.00
COD700,DADO 3/8X15MM HEXAGONAL,,TRUPER                   ,13679,,0,0,UNIDAD,S/ 4.00
COD701,DADO 3/8X17MM HEXAGONAL,,TRUPER                   ,13681,,0,0,UNIDAD,S/ 5.00
COD702,DADO 3/8X22MM HEXAGONAL,,TRUPER                   ,13686,,0,1,UNIDAD,S/ 7.00
COD703,DADO 3/8X25PCS MM Y PP,,TRUPER                   ,13954,,0,5,JUEGO,S/ 260.00
COD704,DADO 3/8X36PCS (MALETA METAL),,TRUPER                   ,13955,,0,3,JUEGO,S/ 320.00
COD705,DADO 3/8X6 HEXAGONAL,,TRUPER                   ,13670,,0,7,UNIDAD,S/ 5.00
COD706,DADO 3/8X7MM HEXAGONAL,,TRUPER                   ,13671,,0,4,UNIDAD,S/ 5.00
COD707,DADO 3/8X8 HEXAGONAL,,TRUPER                   ,13672,,0,1,UNIDAD,S/ 5.00
COD708,DADO 3/8X9MM HEXAGONAL,,TRUPER                   ,13673,,0,7,UNIDAD,S/ 3.50
COD709,DADO 3/8X9PCS MM,,TRUPER                   ,13952,,0,0,UNIDAD,S/ 30.00
COD710,DADO ALLEN 1/2X10MM,,TRUPER                   ,13283,,0,4,UNIDAD,S/ 10.00
COD711,DADO ALLEN 1/2X12MM,,TRUPER                   ,13284,,0,4,UNIDAD,S/ 11.00
COD712,DADO ALLEN 1/2X14MM,,TRUPER                   ,13285,,0,11,UNIDAD,S/ 12.00
COD713,DADO ALLEN 1/2X6PCS MM,6-8-10-12-14-17,TRUPER                   ,13926,,0,5,JUEGO,S/ 84.00
COD714,DADO ALLEN 1/2X8MM,,TRUPER                   ,13282,,0,5,UNIDAD,S/ 10.00
COD715,DADO ALLEN MACHO 1/2X1/2,,TRUPER                   ,13255,,0,8,UNIDAD,S/ 11.00
COD716,DADO ALLEN MACHO 1/2X1/4,,TRUPER                   ,13251,,0,-1,UNIDAD,S/ 11.00
COD717,DADO ALLEN MACHO 1/2X17MM,,TRUPER                   ,13286,,0,5,UNIDAD,S/ 15.00
COD718,DADO ALLEN MACHO 1/2X3/8,,TRUPER                   ,13253,,0,13,UNIDAD,S/ 9.00
COD719,DADO ALLEN MACHO 1/2X5/16,,TRUPER                   ,13252,,0,4,UNIDAD,S/ 11.00
COD720,DADO ALLEN MACHO 1/2X5/8,,TRUPER                   ,13257,,0,1,UNIDAD,S/ 16.00
